item	infinitive	tense	sing	plur	inVocabs
2246	institucionalizar	Imperfect	institucionalizaba	institucionalizaban	0
2246	institucionalizar	Pres	institucionaliza	institucionalizan	0
2246	institucionalizar	Fut	institucionalizará	institucionalizarán	0
2247	apremiar	Past	apremió	apremiaron	0
2247	apremiar	Imperfect	apremiaba	apremiaban	0
2247	apremiar	Pres	apremia	apremian	0
2247	apremiar	Fut	apremiará	apremiarán	0
2248	descuidar	Past	descuidó	descuidaron	0
2248	descuidar	Imperfect	descuidaba	descuidaban	0
2248	descuidar	Pres	descuida	descuidan	0
2248	descuidar	Fut	descuidará	descuidarán	0
2249	refrescar	Past	refrescó	refrescaron	0
2249	refrescar	Imperfect	refrescaba	refrescaban	0
2249	refrescar	Pres	refresca	refrescan	0
2249	refrescar	Fut	refrescará	refrescarán	0
2250	descargar	Past	descargó	descargaron	0
2250	descargar	Imperfect	descargaba	descargaban	0
2250	descargar	Pres	descarga	descargan	0
2250	descargar	Fut	descargará	descargarán	0
2251	calcinar	Past	calcinó	calcinaron	0
2251	calcinar	Imperfect	calcinaba	calcinaban	0
2251	calcinar	Pres	calcina	calcinan	0
2251	calcinar	Fut	calcinará	calcinarán	0
2252	descalificar	Past	descalificó	descalificaron	0
2252	descalificar	Imperfect	descalificaba	descalificaban	0
2252	descalificar	Pres	descalifica	descalifican	0
2252	descalificar	Fut	descalificará	descalificarán	0
2253	renacer	Past	renació	renacieron	0
2253	renacer	Imperfect	renacía	renacían	0
2253	renacer	Pres	renace	renacen	0
2253	renacer	Fut	renacerá	renacerán	0
2254	acondicionar	Past	acondicionó	acondicionaron	0
2254	acondicionar	Imperfect	acondicionaba	acondicionaban	0
2254	acondicionar	Pres	acondiciona	acondicionan	0
2254	acondicionar	Fut	acondicionará	acondicionarán	0
2255	sondear	Past	sondeó	sondearon	0
2255	sondear	Imperfect	sondeaba	sondeaban	0
2255	sondear	Pres	sondea	sondean	0
2255	sondear	Fut	sondeará	sondearán	0
2256	reaprovechar	Past	reaprovechó	reaprovecharon	0
2256	reaprovechar	Imperfect	reaprovechaba	reaprovechaban	0
2256	reaprovechar	Pres	reaprovecha	reaprovechan	0
2256	reaprovechar	Fut	reaprovechará	reaprovecharán	0
2257	proferir	Past	profirió	profirieron	0
2257	proferir	Imperfect	profería	proferían	0
2257	proferir	Pres	profiere	profieren	0
2257	proferir	Fut	proferirá	proferirán	0
2258	atracar	Past	atracó	atracaron	0
2258	atracar	Imperfect	atracaba	atracaban	0
2258	atracar	Pres	atraca	atracan	0
2258	atracar	Fut	atracará	atracarán	0
2259	renegociar	Past	renegoció	renegociaron	0
2259	renegociar	Imperfect	renegociaba	renegociaban	0
2259	renegociar	Pres	renegocia	renegocian	0
2259	renegociar	Fut	renegociará	renegociarán	0
2260	novelar	Past	noveló	novelaron	0
2260	novelar	Imperfect	novelaba	novelaban	0
2260	novelar	Pres	novela	novelan	0
2260	novelar	Fut	novelará	novelarán	0
2261	asir	Past	asió	asieron	0
2261	asir	Imperfect	asía	asían	0
2261	asir	Pres	ase	asen	0
2261	asir	Fut	asirá	asirán	0
2262	reelaborar	Past	reelaboró	reelaboraron	0
2262	reelaborar	Imperfect	reelaboraba	reelaboraban	0
2262	reelaborar	Pres	reelabora	reelaboran	0
2262	reelaborar	Fut	reelaborará	reelaborarán	0
2263	abrigar	Past	abrigó	abrigaron	0
2263	abrigar	Imperfect	abrigaba	abrigaban	0
2263	abrigar	Pres	abriga	abrigan	0
2263	abrigar	Fut	abrigará	abrigarán	0
2264	agonizar	Past	agonizó	agonizaron	0
2264	agonizar	Imperfect	agonizaba	agonizaban	0
2264	agonizar	Pres	agoniza	agonizan	0
2264	agonizar	Fut	agonizará	agonizarán	0
2265	atrincherar	Past	atrincheró	atrincheraron	0
2265	atrincherar	Imperfect	atrincheraba	atrincheraban	0
2265	atrincherar	Pres	atrinchera	atrincheran	0
2265	atrincherar	Fut	atrincherará	atrincherarán	0
2266	transbordar	Past	transbordó	transbordaron	0
2266	transbordar	Imperfect	transbordaba	transbordaban	0
2266	transbordar	Pres	transborda	transbordan	0
2266	transbordar	Fut	transbordará	transbordarán	0
2267	accionar	Past	accionó	accionaron	0
2267	accionar	Imperfect	accionaba	accionaban	0
2267	accionar	Pres	acciona	accionan	0
2267	accionar	Fut	accionará	accionarán	0
2268	curar	Past	curó	curaron	0
2268	curar	Imperfect	curaba	curaban	0
2268	curar	Pres	cura	curan	0
2268	curar	Fut	curará	curarán	0
2269	estancar	Past	estancó	estancaron	0
2269	estancar	Imperfect	estancaba	estancaban	0
2269	estancar	Pres	estanca	estancan	0
2269	estancar	Fut	estancará	estancarán	0
2270	amputar	Past	amputó	amputaron	0
2270	amputar	Imperfect	amputaba	amputaban	0
2270	amputar	Pres	amputa	amputan	0
2270	amputar	Fut	amputará	amputarán	0
2271	drogar	Past	drogó	drogaron	0
2271	drogar	Imperfect	drogaba	drogaban	0
2271	drogar	Pres	droga	drogan	0
2271	drogar	Fut	drogará	drogarán	0
2272	patinar	Past	patinó	patinaron	0
2272	patinar	Imperfect	patinaba	patinaban	0
2272	patinar	Pres	patina	patinan	0
2272	patinar	Fut	patinará	patinarán	0
2273	adelgazar	Past	adelgazó	adelgazaron	0
2273	adelgazar	Imperfect	adelgazaba	adelgazaban	0
2273	adelgazar	Pres	adelgaza	adelgazan	0
2273	adelgazar	Fut	adelgazará	adelgazarán	0
2274	clonar	Past	clonó	clonaron	0
2274	clonar	Imperfect	clonaba	clonaban	0
2274	clonar	Pres	clona	clonan	0
2274	clonar	Fut	clonará	clonarán	0
2275	encoger	Past	encogió	encogieron	0
2275	encoger	Imperfect	encogía	encogían	0
2275	encoger	Pres	encoge	encogen	0
2275	encoger	Fut	encogerá	encogerán	0
2276	triangular	Past	trianguló	triangularon	0
2276	triangular	Imperfect	triangulaba	triangulaban	0
2276	triangular	Pres	triangula	triangulan	0
2276	triangular	Fut	triangulará	triangularán	0
2277	asaetear	Past	asaeteó	asaetearon	0
2277	asaetear	Imperfect	asaeteaba	asaeteaban	0
2277	asaetear	Pres	asaetea	asaetean	0
2277	asaetear	Fut	asaeteará	asaetearán	0
2278	arrodillar	Past	arrodilló	arrodillaron	0
2278	arrodillar	Imperfect	arrodillaba	arrodillaban	0
2278	arrodillar	Pres	arrodilla	arrodillan	0
2278	arrodillar	Fut	arrodillará	arrodillarán	0
2279	despeñar	Past	despeñó	despeñaron	0
2279	despeñar	Imperfect	despeñaba	despeñaban	0
2279	despeñar	Pres	despeña	despeñan	0
2279	despeñar	Fut	despeñará	despeñarán	0
2280	cercar	Past	cercó	cercaron	0
2280	cercar	Imperfect	cercaba	cercaban	0
2280	cercar	Pres	cerca	cercan	0
2280	cercar	Fut	cercará	cercarán	0
2281	esclarecer	Past	esclareció	esclarecieron	0
2281	esclarecer	Imperfect	esclarecía	esclarecían	0
2281	esclarecer	Pres	esclarece	esclarecen	0
2281	esclarecer	Fut	esclarecerá	esclarecerán	0
2282	contravenir	Past	contravino	contravinieron	0
2282	contravenir	Imperfect	contravenía	contravenían	0
2282	contravenir	Pres	contraviene	contravienen	0
2282	contravenir	Fut	contravendrá	contravendrán	0
2283	flexionar	Past	flexionó	flexionaron	0
2283	flexionar	Imperfect	flexionaba	flexionaban	0
2283	flexionar	Pres	flexiona	flexionan	0
2283	flexionar	Fut	flexionará	flexionarán	0
2284	tatarear	Past	tatareó	tatarearon	0
2284	tatarear	Imperfect	tatareaba	tatareaban	0
2284	tatarear	Pres	tatarea	tatarean	0
2284	tatarear	Fut	tatareará	tatarearán	0
2285	descorchar	Past	descorchó	descorcharon	0
2285	descorchar	Imperfect	descorchaba	descorchaban	0
2285	descorchar	Pres	descorcha	descorchan	0
2285	descorchar	Fut	descorchará	descorcharán	0
2286	entronizar	Past	entronizó	entronizaron	0
2286	entronizar	Imperfect	entronizaba	entronizaban	0
2286	entronizar	Pres	entroniza	entronizan	0
2286	entronizar	Fut	entronizará	entronizarán	0
2287	vomitar	Past	vomitó	vomitaron	0
2287	vomitar	Imperfect	vomitaba	vomitaban	0
2287	vomitar	Pres	vomita	vomitan	0
2287	vomitar	Fut	vomitará	vomitarán	0
2288	encomendar	Past	encomendó	encomendaron	0
2288	encomendar	Imperfect	encomendaba	encomendaban	0
2288	encomendar	Pres	encomienda	encomiendan	0
2288	encomendar	Fut	encomendará	encomendarán	0
2289	embargar	Past	embargó	embargaron	0
2289	embargar	Imperfect	embargaba	embargaban	0
2289	embargar	Pres	embarga	embargan	0
2289	embargar	Fut	embargará	embargarán	0
2290	expender	Past	expendió	expendieron	0
2290	expender	Imperfect	expendía	expendían	0
2290	expender	Pres	expende	expenden	0
2290	expender	Fut	expenderá	expenderán	0
2291	replantar	Past	replantó	replantaron	0
2291	replantar	Imperfect	replantaba	replantaban	0
2291	replantar	Pres	replanta	replantan	0
2291	replantar	Fut	replantará	replantarán	0
2292	paladear	Past	paladeó	paladearon	0
2292	paladear	Imperfect	paladeaba	paladeaban	0
2292	paladear	Pres	paladea	paladean	0
2292	paladear	Fut	paladeará	paladearán	0
2293	embocar	Past	embocó	embocaron	0
2293	embocar	Imperfect	embocaba	embocaban	0
2293	embocar	Pres	emboca	embocan	0
2293	embocar	Fut	embocará	embocarán	0
2294	agachar	Past	agachó	agacharon	0
2294	agachar	Imperfect	agachaba	agachaban	0
2294	agachar	Pres	agacha	agachan	0
2294	agachar	Fut	agachará	agacharán	0
2295	aleccionar	Past	aleccionó	aleccionaron	0
2295	aleccionar	Imperfect	aleccionaba	aleccionaban	0
2295	aleccionar	Pres	alecciona	aleccionan	0
2295	aleccionar	Fut	aleccionará	aleccionarán	0
2296	desmitificar	Past	desmitificó	desmitificaron	0
2296	desmitificar	Imperfect	desmitificaba	desmitificaban	0
2296	desmitificar	Pres	desmitifica	desmitifican	0
2296	desmitificar	Fut	desmitificará	desmitificarán	0
2297	errar	Past	erró	erraron	0
2297	errar	Imperfect	erraba	erraban	0
2297	errar	Pres	yerra	yerran	0
2297	errar	Fut	errará	errarán	0
2298	anidar	Past	anidó	anidaron	0
2298	anidar	Imperfect	anidaba	anidaban	0
2298	anidar	Pres	anida	anidan	0
2298	anidar	Fut	anidará	anidarán	0
2299	blandear	Past	blandeó	blandearon	0
2299	blandear	Imperfect	blandeaba	blandeaban	0
2299	blandear	Pres	blandea	blandean	0
2299	blandear	Fut	blandeará	blandearán	0
2300	amotinar	Past	amotinó	amotinaron	0
2300	amotinar	Imperfect	amotinaba	amotinaban	0
2300	amotinar	Pres	amotina	amotinan	0
2300	amotinar	Fut	amotinará	amotinarán	0
2301	linchar	Past	linchó	lincharon	0
2301	linchar	Imperfect	linchaba	linchaban	0
2301	linchar	Pres	lincha	linchan	0
2301	linchar	Fut	linchará	lincharán	0
2302	vociferar	Past	vociferó	vociferaron	0
2302	vociferar	Imperfect	vociferaba	vociferaban	0
2302	vociferar	Pres	vocifera	vociferan	0
2302	vociferar	Fut	vociferará	vociferarán	0
2303	recolocar	Past	recolocó	recolocaron	0
2303	recolocar	Imperfect	recolocaba	recolocaban	0
2303	recolocar	Pres	recoloca	recolocan	0
2303	recolocar	Fut	recolocará	recolocarán	0
2304	asombrar	Past	asombró	asombraron	0
2304	asombrar	Imperfect	asombraba	asombraban	0
2304	asombrar	Pres	asombra	asombran	0
2304	asombrar	Fut	asombrará	asombrarán	0
2305	licenciar	Past	licenció	licenciaron	0
2305	licenciar	Imperfect	licenciaba	licenciaban	0
2305	licenciar	Pres	licencia	licencian	0
2305	licenciar	Fut	licenciará	licenciarán	0
2306	coescribir	Past	coescribió	coescribieron	0
2306	coescribir	Imperfect	coescribía	coescribían	0
2306	coescribir	Pres	coescribe	coescriben	0
2306	coescribir	Fut	coescribirá	coescribirán	0
2307	rejuvenecer	Past	rejuveneció	rejuvenecieron	0
2307	rejuvenecer	Imperfect	rejuvenecía	rejuvenecían	0
2307	rejuvenecer	Pres	rejuvenece	rejuvenecen	0
2307	rejuvenecer	Fut	rejuvenecerá	rejuvenecerán	0
2308	desechar	Past	desechó	desecharon	0
2308	desechar	Imperfect	desechaba	desechaban	0
2308	desechar	Pres	desecha	desechan	0
2308	desechar	Fut	desechará	desecharán	0
2309	hacerser	Past	hacersió	hacersieron	0
2309	hacerser	Imperfect	hacersía	hacersían	0
2309	hacerser	Pres	hacerse	hacersen	0
2309	hacerser	Fut	hacerserá	hacerserán	0
2310	provisionar	Past	provisionó	provisionaron	0
2310	provisionar	Imperfect	provisionaba	provisionaban	0
2310	provisionar	Pres	provisiona	provisionan	0
2310	provisionar	Fut	provisionará	provisionarán	0
2311	sobredimensionar	Past	sobredimensionó	sobredimensionaron	0
2311	sobredimensionar	Imperfect	sobredimensionaba	sobredimensionaban	0
2311	sobredimensionar	Pres	sobredimensiona	sobredimensionan	0
2311	sobredimensionar	Fut	sobredimensionará	sobredimensionarán	0
2312	prejuzgar	Past	prejuzgó	prejuzgaron	0
2312	prejuzgar	Imperfect	prejuzgaba	prejuzgaban	0
2312	prejuzgar	Pres	prejuzga	prejuzgan	0
2312	prejuzgar	Fut	prejuzgará	prejuzgarán	0
2313	torcer	Past	torció	torcieron	0
2313	torcer	Imperfect	torcía	torcían	0
2313	torcer	Pres	tuerce	tuercen	0
2313	torcer	Fut	torcerá	torcerán	0
2314	desgravar	Past	desgravó	desgravaron	0
2314	desgravar	Imperfect	desgravaba	desgravaban	0
2314	desgravar	Pres	desgrava	desgravan	0
2314	desgravar	Fut	desgravará	desgravarán	0
2315	inutilizar	Past	inutilizó	inutilizaron	0
2315	inutilizar	Imperfect	inutilizaba	inutilizaban	0
2315	inutilizar	Pres	inutiliza	inutilizan	0
2315	inutilizar	Fut	inutilizará	inutilizarán	0
2316	autoflagelar	Past	autoflageló	autoflagelaron	0
2316	autoflagelar	Imperfect	autoflagelaba	autoflagelaban	0
2316	autoflagelar	Pres	autoflagela	autoflagelan	0
2316	autoflagelar	Fut	autoflagelará	autoflagelarán	0
2317	degustar	Past	degustó	degustaron	0
2317	degustar	Imperfect	degustaba	degustaban	0
2317	degustar	Pres	degusta	degustan	0
2317	degustar	Fut	degustará	degustarán	0
2318	acampar	Past	acampó	acamparon	0
2318	acampar	Imperfect	acampaba	acampaban	0
2318	acampar	Pres	acampa	acampan	0
2318	acampar	Fut	acampará	acamparán	0
2319	rascar	Past	rascó	rascaron	0
2319	rascar	Imperfect	rascaba	rascaban	0
2319	rascar	Pres	rasca	rascan	0
2319	rascar	Fut	rascará	rascarán	0
2320	exculpar	Past	exculpó	exculparon	0
2320	exculpar	Imperfect	exculpaba	exculpaban	0
2320	exculpar	Pres	exculpa	exculpan	0
2320	exculpar	Fut	exculpará	exculparán	0
2321	remover	Past	removió	removieron	0
2321	remover	Imperfect	removía	removían	0
2321	remover	Pres	remueve	remueven	0
2321	remover	Fut	removerá	removerán	0
2322	pontificar	Past	pontificó	pontificaron	0
2322	pontificar	Imperfect	pontificaba	pontificaban	0
2322	pontificar	Pres	pontifica	pontifican	0
2322	pontificar	Fut	pontificará	pontificarán	0
2323	permanecir	Past	permanijo	permanijeron	0
2323	permanecir	Imperfect	permanecía	permanecían	0
2323	permanecir	Pres	permanice	permanicen	0
2323	permanecir	Fut	permanirá	permanirán	0
2324	respondar	Past	respondó	respondaron	0
2324	respondar	Imperfect	respondaba	respondaban	0
2324	respondar	Pres	responda	respondan	0
2324	respondar	Fut	respondará	respondarán	0
2325	reibar	Past	reibó	reibaron	0
2325	reibar	Imperfect	reibaba	reibaban	0
2325	reibar	Pres	reiba	reiban	0
2325	reibar	Fut	reibará	reibarán	0
2326	resguardar	Past	resguardó	resguardaron	0
2326	resguardar	Imperfect	resguardaba	resguardaban	0
2326	resguardar	Pres	resguarda	resguardan	0
2326	resguardar	Fut	resguardará	resguardarán	0
2327	ser	Past	fue	fueron	1
2327	ser	Imperfect	era	eran	1
2327	ser	Pres	es	son	1
2327	ser	Fut	será	serán	0
2328	recomir	Past	recomió	recomieron	0
2328	recomir	Imperfect	recomía	recomían	0
2328	recomir	Pres	recome	recomen	0
2328	recomir	Fut	recomirá	recomirán	0
2329	aupar	Past	aupó	auparon	0
2329	aupar	Imperfect	aupaba	aupaban	0
2329	aupar	Pres	aúpa	aúpan	0
2329	aupar	Fut	aupará	auparán	0
2330	debir	Past	debió	debieron	0
2330	debir	Imperfect	debía	debían	0
2330	debir	Pres	debe	deben	1
2330	debir	Fut	debirá	debirán	0
2331	ofertar	Past	ofertó	ofertaron	0
2331	ofertar	Imperfect	ofertaba	ofertaban	0
2331	ofertar	Pres	oferta	ofertan	0
2331	ofertar	Fut	ofertará	ofertarán	0
2332	recorrir	Past	recorrió	recorrieron	0
2332	recorrir	Imperfect	recorría	recorrían	0
2332	recorrir	Pres	recorre	recorren	0
2332	recorrir	Fut	recorrirá	recorrirán	0
2333	incursionar	Past	incursionó	incursionaron	0
2333	incursionar	Imperfect	incursionaba	incursionaban	0
2333	incursionar	Pres	incursiona	incursionan	0
2333	incursionar	Fut	incursionará	incursionarán	0
2334	volvir	Past	volvió	volvieron	0
2334	volvir	Imperfect	volvía	volvían	0
2334	volvir	Pres	volve	volven	0
2334	volvir	Fut	volvirá	volvirán	0
2335	versionar	Past	versionó	versionaron	0
2335	versionar	Imperfect	versionaba	versionaban	0
2335	versionar	Pres	versiona	versionan	0
2335	versionar	Fut	versionará	versionarán	0
2336	predominar	Past	predominó	predominaron	0
2336	predominar	Imperfect	predominaba	predominaban	0
2336	predominar	Pres	predomina	predominan	0
2336	predominar	Fut	predominará	predominarán	0
2337	fugar	Past	fugó	fugaron	0
2337	fugar	Imperfect	fugaba	fugaban	0
2337	fugar	Pres	fuga	fugan	0
2337	fugar	Fut	fugará	fugarán	0
2338	contender	Past	contendió	contendieron	0
2338	contender	Imperfect	contendía	contendían	0
2338	contender	Pres	contiende	contienden	0
2338	contender	Fut	contenderá	contenderán	0
2339	graduar	Past	graduó	graduaron	0
2339	graduar	Imperfect	graduaba	graduaban	0
2339	graduar	Pres	gradúa	gradúan	0
2339	graduar	Fut	graduará	graduarán	0
2340	doctorar	Past	doctoró	doctoraron	0
2340	doctorar	Imperfect	doctoraba	doctoraban	0
2340	doctorar	Pres	doctora	doctoran	0
2340	doctorar	Fut	doctorará	doctorarán	0
2341	requer	Past	requió	requieron	0
2341	requer	Imperfect	requía	requían	0
2341	requer	Pres	reque	requen	0
2341	requer	Fut	requerá	requerán	0
2342	ablandar	Past	ablandó	ablandaron	0
2342	ablandar	Imperfect	ablandaba	ablandaban	0
2342	ablandar	Pres	ablanda	ablandan	0
2342	ablandar	Fut	ablandará	ablandarán	0
2343	postular	Past	postuló	postularon	0
2343	postular	Imperfect	postulaba	postulaban	0
2343	postular	Pres	postula	postulan	0
2343	postular	Fut	postulará	postularán	0
2344	déjer	Past	déjió	déjieron	0
2344	déjer	Imperfect	déjía	déjían	0
2344	déjer	Pres	déje	déjen	0
2344	déjer	Fut	déjerá	déjerán	0
2345	exijar	Past	exijó	exijaron	0
2345	exijar	Imperfect	exijaba	exijaban	0
2345	exijar	Pres	exija	exijan	0
2345	exijar	Fut	exijará	exijarán	0
2346	reenvir	Past	reenvió	reenvieron	0
2346	reenvir	Imperfect	reenvía	reenvían	0
2346	reenvir	Pres	reenve	reenven	0
2346	reenvir	Fut	reenvirá	reenvirán	0
2347	murir	Past	murió	murieron	0
2347	murir	Imperfect	muría	murían	0
2347	murir	Pres	mure	muren	0
2347	murir	Fut	murirá	murirán	0
2348	secularizar	Past	secularizó	secularizaron	0
2348	secularizar	Imperfect	secularizaba	secularizaban	0
2348	secularizar	Pres	seculariza	secularizan	0
2348	secularizar	Fut	secularizará	secularizarán	0
2349	exacerbar	Past	exacerbó	exacerbaron	0
2349	exacerbar	Imperfect	exacerbaba	exacerbaban	0
2349	exacerbar	Pres	exacerba	exacerban	0
2349	exacerbar	Fut	exacerbará	exacerbarán	0
2350	apresar	Past	apresó	apresaron	0
2350	apresar	Imperfect	apresaba	apresaban	0
2350	apresar	Pres	apresa	apresan	0
2350	apresar	Fut	apresará	apresarán	0
2351	hacertar	Past	hacertó	hacertaron	0
2351	hacertar	Imperfect	hacertaba	hacertaban	0
2351	hacertar	Pres	hacierta	haciertan	0
2351	hacertar	Fut	hacertará	hacertarán	0
2352	interrumper	Past	interrumpió	interrumpieron	0
2352	interrumper	Imperfect	interrumpía	interrumpían	0
2352	interrumper	Pres	interrumpe	interrumpen	0
2352	interrumper	Fut	interrumperá	interrumperán	0
2353	escriber	Past	escribió	escribieron	0
2353	escriber	Imperfect	escribía	escribían	0
2353	escriber	Pres	escribe	escriben	1
2353	escriber	Fut	escriberá	escriberán	0
2354	realzar	Past	realzó	realzaron	0
2354	realzar	Imperfect	realzaba	realzaban	0
2354	realzar	Pres	realza	realzan	0
2354	realzar	Fut	realzará	realzarán	0
2355	sobrecargar	Past	sobrecargó	sobrecargaron	0
2355	sobrecargar	Imperfect	sobrecargaba	sobrecargaban	0
2355	sobrecargar	Pres	sobrecarga	sobrecargan	0
2355	sobrecargar	Fut	sobrecargará	sobrecargarán	0
2356	pudir	Past	pudió	pudieron	0
2356	pudir	Imperfect	pudía	pudían	0
2356	pudir	Pres	pude	puden	0
2356	pudir	Fut	pudirá	pudirán	0
2357	trepar	Past	trepó	treparon	0
2357	trepar	Imperfect	trepaba	trepaban	0
2357	trepar	Pres	trepa	trepan	0
2357	trepar	Fut	trepará	treparán	0
2358	constituyerar	Past	constituyeró	constituyeraron	0
2358	constituyerar	Imperfect	constituyeraba	constituyeraban	0
2358	constituyerar	Pres	constituyera	constituyeran	0
2358	constituyerar	Fut	constituyerará	constituyerarán	0
2359	eliger	Past	eligió	eligieron	0
2359	eliger	Imperfect	eligía	eligían	0
2359	eliger	Pres	elige	eligen	1
2359	eliger	Fut	eligerá	eligerán	0
2360	resuelvar	Past	resuelvó	resuelvaron	0
2360	resuelvar	Imperfect	resuelvaba	resuelvaban	0
2360	resuelvar	Pres	resuelva	resuelvan	0
2360	resuelvar	Fut	resuelvará	resuelvarán	0
2361	suber	Past	subió	subieron	0
2361	suber	Imperfect	subía	subían	0
2361	suber	Pres	sube	suben	1
2361	suber	Fut	suberá	suberán	0
2362	comir	Past	comió	comieron	0
2362	comir	Imperfect	comía	comían	0
2362	comir	Pres	come	comen	1
2362	comir	Fut	comirá	comirán	0
2363	grar	Past	gró	graron	0
2363	grar	Imperfect	graba	graban	0
2363	grar	Pres	gra	gran	0
2363	grar	Fut	grará	grarán	0
2364	escogir	Past	escogió	escogieron	0
2364	escogir	Imperfect	escogía	escogían	0
2364	escogir	Pres	escoge	escogen	0
2364	escogir	Fut	escogirá	escogirán	0
2365	trastornar	Past	trastornó	trastornaron	0
2365	trastornar	Imperfect	trastornaba	trastornaban	0
2365	trastornar	Pres	trastorna	trastornan	0
2365	trastornar	Fut	trastornará	trastornarán	0
2366	extiender	Past	extiendió	extiendieron	0
2366	extiender	Imperfect	extiendía	extiendían	0
2366	extiender	Pres	extiende	extienden	1
2366	extiender	Fut	extienderá	extienderán	0
2367	ayuder	Past	ayudió	ayudieron	0
2367	ayuder	Imperfect	ayudía	ayudían	0
2367	ayuder	Pres	ayude	ayuden	0
2367	ayuder	Fut	ayuderá	ayuderán	0
2368	hervir	Past	hirvió	hirvieron	0
2368	hervir	Imperfect	hervía	hervían	0
2368	hervir	Pres	hierve	hierven	0
2368	hervir	Fut	hervirá	hervirán	0
2369	guir	Past	guyó	guyeron	0
2369	guir	Imperfect	guía	guían	0
2369	guir	Pres	guye	guyen	0
2369	guir	Fut	guirá	guirán	0
2370	atendir	Past	atendió	atendieron	0
2370	atendir	Imperfect	atendía	atendían	0
2370	atendir	Pres	atende	atenden	0
2370	atendir	Fut	atendirá	atendirán	0
2371	teniar	Past	tenió	teniaron	0
2371	teniar	Imperfect	teniaba	teniaban	0
2371	teniar	Pres	tenia	tenian	0
2371	teniar	Fut	teniará	teniarán	0
2372	prometir	Past	promitió	promitieron	0
2372	prometir	Imperfect	prometía	prometían	0
2372	prometir	Pres	promite	promiten	0
2372	prometir	Fut	prometirá	prometirán	0
2373	guerrear	Past	guerreó	guerrearon	0
2373	guerrear	Imperfect	guerreaba	guerreaban	0
2373	guerrear	Pres	guerrea	guerrean	0
2373	guerrear	Fut	guerreará	guerrearán	0
2374	vistir	Past	vistió	vistieron	0
2374	vistir	Imperfect	vistía	vistían	0
2374	vistir	Pres	viste	visten	0
2374	vistir	Fut	vistirá	vistirán	0
2375	detenir	Past	detino	detinieron	0
2375	detenir	Imperfect	detenía	detenían	0
2375	detenir	Pres	detiene	detienen	0
2375	detenir	Fut	detendrá	detendrán	0
2376	salgar	Past	salgó	salgaron	0
2376	salgar	Imperfect	salgaba	salgaban	0
2376	salgar	Pres	salga	salgan	1
2376	salgar	Fut	salgará	salgarán	0
2377	adeudar	Past	adeudó	adeudaron	0
2377	adeudar	Imperfect	adeudaba	adeudaban	0
2377	adeudar	Pres	adeuda	adeudan	0
2377	adeudar	Fut	adeudará	adeudarán	0
2378	subministrar	Past	subministró	subministraron	0
2378	subministrar	Imperfect	subministraba	subministraban	0
2378	subministrar	Pres	subministra	subministran	0
2378	subministrar	Fut	subministrará	subministrarán	0
2379	observesar	Past	observesó	observesaron	0
2379	observesar	Imperfect	observesaba	observesaban	0
2379	observesar	Pres	observesa	observesan	0
2379	observesar	Fut	observesará	observesarán	0
2380	inmortalizar	Past	inmortalizó	inmortalizaron	0
2380	inmortalizar	Imperfect	inmortalizaba	inmortalizaban	0
2380	inmortalizar	Pres	inmortaliza	inmortalizan	0
2380	inmortalizar	Fut	inmortalizará	inmortalizarán	0
2381	electrificar	Past	electrificó	electrificaron	0
2381	electrificar	Imperfect	electrificaba	electrificaban	0
2381	electrificar	Pres	electrifica	electrifican	0
2381	electrificar	Fut	electrificará	electrificarán	0
2382	satirizar	Past	satirizó	satirizaron	0
2382	satirizar	Imperfect	satirizaba	satirizaban	0
2382	satirizar	Pres	satiriza	satirizan	0
2382	satirizar	Fut	satirizará	satirizarán	0
2383	formatear	Past	formateó	formatearon	0
2383	formatear	Imperfect	formateaba	formateaban	0
2383	formatear	Pres	formatea	formatean	0
2383	formatear	Fut	formateará	formatearán	0
2384	comisionar	Past	comisionó	comisionaron	0
2384	comisionar	Imperfect	comisionaba	comisionaban	0
2384	comisionar	Pres	comisiona	comisionan	0
2384	comisionar	Fut	comisionará	comisionarán	0
2385	incautar	Past	incautó	incautaron	0
2385	incautar	Imperfect	incautaba	incautaban	0
2385	incautar	Pres	incauta	incautan	0
2385	incautar	Fut	incautará	incautarán	0
2386	traigar	Past	traigó	traigaron	0
2386	traigar	Imperfect	traigaba	traigaban	0
2386	traigar	Pres	traiga	traigan	0
2386	traigar	Fut	traigará	traigarán	0
2387	recomer	Past	recomió	recomieron	0
2387	recomer	Imperfect	recomía	recomían	0
2387	recomer	Pres	recome	recomen	0
2387	recomer	Fut	recomerá	recomerán	0
2388	reeditar	Past	reeditó	reeditaron	0
2388	reeditar	Imperfect	reeditaba	reeditaban	0
2388	reeditar	Pres	reedita	reeditan	0
2388	reeditar	Fut	reeditará	reeditarán	0
2389	reclutar	Past	reclutó	reclutaron	0
2389	reclutar	Imperfect	reclutaba	reclutaban	0
2389	reclutar	Pres	recluta	reclutan	0
2389	reclutar	Fut	reclutará	reclutarán	0
2390	traficar	Past	traficó	traficaron	0
2390	traficar	Imperfect	traficaba	traficaban	0
2390	traficar	Pres	trafica	trafican	0
2390	traficar	Fut	traficará	traficarán	0
2391	interrumpar	Past	interrumpó	interrumparon	0
2391	interrumpar	Imperfect	interrumpaba	interrumpaban	0
2391	interrumpar	Pres	interrumpa	interrumpan	0
2391	interrumpar	Fut	interrumpará	interrumparán	0
2392	enter	Past	entió	entieron	0
2392	enter	Imperfect	entía	entían	0
